id	label	synonyms	snomed	omop	doid	mondo	nci	icd10	orphanet	omim	umls	mesh
MESH:D000006	Abdomen, Acute	Abdomens, Acute | Acute Abdomen | Acute Abdomens										D000006
MESH:D000007	Abdominal Injuries	Injuries, Abdominal | Abdominal Injury | Injury, Abdominal										D000007
MESH:D000008	Abdominal Neoplasms	Abdominal Neoplasm | Neoplasm, Abdominal | Neoplasms, Abdominal										D000008
MESH:D000012	Abetalipoproteinemia	Bassen-Kornzweig Syndrome | Bassen Kornzweig Syndrome | Microsomal Triglyceride Transfer Protein Deficiency Disease | Bassen-Kornzweig Disease | Bassen Kornzweig Disease | Microsomal Triglyceride Transfer Protein Deficiency | Betalipoprotein Deficiency Disease | Betalipoprotein Deficiency Diseases | Deficiency Disease, Betalipoprotein | Deficiency Diseases, Betalipoprotein | Disease, Betalipoprotein Deficiency | Diseases, Betalipoprotein Deficiency | Acanthocytosis | Acanthocytoses										D000012
MESH:D000013	Congenital Abnormalities	Abnormality, Congenital | Congenital Abnormality | Abnormalities, Congenital | Birth Defects | Birth Defect | Defect, Birth | Congenital Defects | Congenital Defect | Defect, Congenital | Defects, Congenital | Deformities | Deformity										D000013
MESH:D000014	Abnormalities, Drug-Induced	Abnormalities, Drug Induced | Drug-Induced Abnormalities | Abnormality, Drug-Induced | Drug Induced Abnormalities | Drug-Induced Abnormality										D000014
MESH:D000015	Abnormalities, Multiple	Multiple Abnormalities										D000015
MESH:D000016	Abnormalities, Radiation-Induced	Abnormalities, Radiation Induced | Radiation-Induced Abnormalities | Abnormality, Radiation-Induced | Radiation Induced Abnormalities | Radiation-Induced Abnormality										D000016
MESH:D000022	Abortion, Spontaneous	Abortions, Spontaneous | Spontaneous Abortions | Spontaneous Abortion										D000022
MESH:D000026	Abortion, Habitual	Habitual Abortion | Habitual Abortions | Recurrent Early Pregnancy Loss | Abortion, Recurrent | Recurrent Abortion | Recurrent Abortions | Miscarriage, Recurrent | Recurrent Miscarriage | Recurrent Miscarriages										D000026
MESH:D000027	Abortion, Incomplete	Abortions, Incomplete | Incomplete Abortion | Incomplete Abortions | Miscarriage, Missed | Miscarriages, Missed | Missed Miscarriage | Missed Miscarriages										D000027
MESH:D000030	Abortion, Missed	Abortions, Missed | Missed Abortion | Missed Abortions										D000030
MESH:D000031	Abortion, Septic	Abortions, Septic | Septic Abortions | Septic Abortion										D000031
MESH:D000033	Abortion, Threatened	Threatened Abortion | Threatened Abortions | Threatened Miscarriage | Miscarriage, Threatened | Threatened Miscarriages										D000033
MESH:D000034	Abortion, Veterinary	Veterinary Abortion | Abortions, Veterinary | Veterinary Abortions										D000034
MESH:D000037	Abruptio Placentae	Placental Abruption | Abruption, Placental | Abruptions, Placental | Placental Abruptions										D000037
MESH:D000038	Abscess	Abscesses										D000038
MESH:D000039	Peritonsillar Abscess	Abscesses, Peritonsillar | Peritonsillar Abscesses | Abscess, Peritonsillar										D000039
MESH:D000051	Acantholysis	Acantholyses										D000051
MESH:D000052	Acanthosis Nigricans	Acanthosis Nigrican | Nigrican, Acanthosis | Nigricans, Acanthosis										D000052
MESH:D000126	Achlorhydria	Achylia Gastrica										D000126
MESH:D000130	Achondroplasia	Achondroplasias										D000130
MESH:D000137	Acid-Base Imbalance	Acid Base Imbalance | Acid-Base Imbalances | Imbalance, Acid-Base | Imbalances, Acid-Base										D000137
MESH:D000138	Acidosis	Acidoses										D000138
MESH:D000140	Acidosis, Lactic	Lactic Acidosis										D000140
MESH:D000141	Acidosis, Renal Tubular	Renal Tubular Acidosis										D000141
MESH:D000142	Acidosis, Respiratory	Respiratory Acidosis | Acidoses, Respiratory | Respiratory Acidoses										D000142
MESH:D000151	Acinetobacter Infections	Infections, Acinetobacter | Acinetobacter Infection | Infection, Acinetobacter | Infections, Mimae | Infection, Mimae | Mimae Infection | Mimae Infections										D000151
MESH:D000152	Acne Vulgaris											D000152
MESH:D000153	Acne Keloid	Acne Keloids | Keloid, Acne | Keloids, Acne | Folliculitis Keloidalis | Keloidal Acne | Acne, Keloidal | Keloidal Acnes | Acne Keloidalis | Folliculitis Keloidalis Nuchae | Keloidalis Nuchae, Folliculitis | Nuchae, Folliculitis Keloidalis | Dermatitis Papillaris Capillitii | Capillitii, Dermatitis Papillaris | Capillitius, Dermatitis Papillaris | Dermatitis Papillaris Capillitius | Papillaris Capillitii, Dermatitis | Papillaris Capillitius, Dermatitis | Nuchal Keloid Acne | Acne, Nuchal Keloid | Acnes, Nuchal Keloid | Keloid Acne, Nuchal | Keloid Acnes, Nuchal | Nuchal Keloid Acnes | Lichen Keloidalis Nuchae | Keloidalis Nuchae, Lichen | Nuchae, Lichen Keloidalis										D000153
MESH:D000160	Vestibulocochlear Nerve Diseases	Vestibulocochlear Nerve Disease | Cranial Nerve VIII Diseases | Cranial Nerve VIII Disorders | Eighth Cranial Nerve Diseases										D000160
MESH:D000163	Acquired Immunodeficiency Syndrome	AIDS | Immunodeficiency Syndrome, Acquired | Acquired Immunodeficiency Syndromes | Immunodeficiency Syndromes, Acquired | Syndrome, Acquired Immunodeficiency | Syndromes, Acquired Immunodeficiency | Acquired Immune Deficiency Syndrome | Acquired Immuno-Deficiency Syndrome | Acquired Immuno Deficiency Syndrome | Acquired Immuno-Deficiency Syndromes | Immuno-Deficiency Syndrome, Acquired | Immuno-Deficiency Syndromes, Acquired | Syndrome, Acquired Immuno-Deficiency | Syndromes, Acquired Immuno-Deficiency | Immunologic Deficiency Syndrome, Acquired										D000163
MESH:D000168	Acrocephalosyndactylia	Acrocephalosyndactylias | Kurczynski Casperson Syndrome | Syndrome, Kurczynski Casperson										D000168
MESH:D000169	Acrodermatitis	Acrodermatitides										D000169
MESH:D000170	Acrodynia	Acrodynic Erythema | Erythema, Acrodynic | Chronic Childhood Mercurialism | Childhood Mercurialism, Chronic | Childhood Mercurialisms, Chronic | Chronic Childhood Mercurialisms | Mercurialism, Chronic Childhood | Feer Disease | Feer's Disease | Feers Disease | Pink Disease | Swift Disease | Swift's Disease | Swifts Disease										D000170
MESH:D000172	Acromegaly	Inappropriate Growth Hormone Secretion Syndrome (Acromegaly) | Somatotropin Hypersecretion Syndrome (Acromegaly) | Hypersecretion Syndrome, Somatotropin (Acromegaly) | Hypersecretion Syndromes, Somatotropin (Acromegaly) | Somatotropin Hypersecretion Syndromes (Acromegaly) | Syndrome, Somatotropin Hypersecretion (Acromegaly) | Syndromes, Somatotropin Hypersecretion (Acromegaly) | Inappropriate GH Secretion Syndrome (Acromegaly)										D000172
MESH:D000182	ACTH Syndrome, Ectopic	Ectopic ACTH Syndrome | ACTH Syndromes, Ectopic | Ectopic ACTH Syndromes | Syndrome, Ectopic ACTH | Syndromes, Ectopic ACTH										D000182
MESH:D000187	Actinobacillosis	Actinobacilloses										D000187
MESH:D000189	Actinobacillus Infections	Infections, Actinobacillus | Actinobacillus Infection | Infection, Actinobacillus										D000189
MESH:D000193	Actinomycetales Infections	Actinomycete Infections | Infections, Actinomycetales | Actinomycetales Infection | Infection, Actinomycetales | Infections, Actinomycete | Actinomycete Infection | Infection, Actinomycete										D000193
MESH:D000196	Actinomycosis	Actinomycoses | Infections, Actinomyces | Actinomyces Infection | Infection, Actinomyces | Actinomyces Infections										D000196
MESH:D000197	Actinomycosis, Cervicofacial											D000197
MESH:D000208	Acute Disease	Acute Diseases | Disease, Acute | Diseases, Acute										D000208
MESH:D000210	Acute-Phase Reaction	Acute Phase Reaction | Acute Phase Response | Acute Phase Responses | Phase Response, Acute | Acute-Phase State | Acute Phase State | State, Acute-Phase | Reaction, Acute-Phase | Reaction, Acute Phase | Response, Acute-Phase | Acute-Phase Response | Response, Acute Phase										D000210
MESH:D000219	Adams-Stokes Syndrome	Adams Stokes Syndrome | Syndrome, Adams-Stokes | Stokes-Adams Syndrome | Stokes Adams Syndrome | Syndrome, Stokes-Adams | Adam-Stokes Attacks | Adam Stokes Attacks | Attacks, Adam-Stokes | Stokes-Adams Attacks | Attacks, Stokes-Adams | Stokes Adams Attacks										D000219
MESH:D000224	Addison Disease	Disease, Addison | Addison's Disease | Addisons Disease | Primary Adrenal Insufficiency | Adrenal Insufficiency, Primary | Primary Adrenocortical Insufficiency | Adrenocortical Insufficiencies, Primary | Adrenocortical Insufficiency, Primary | Insufficiencies, Primary Adrenocortical | Insufficiency, Primary Adrenocortical | Primary Adrenocortical Insufficiencies | Primary Hypoadrenalism | Hypoadrenalism, Primary | Hypoadrenalisms, Primary										D000224
MESH:D000230	Adenocarcinoma	Adenocarcinomas | Adenoma, Malignant | Adenomas, Malignant | Malignant Adenoma | Malignant Adenomas										D000230
MESH:D000231	Adenocarcinoma, Papillary	Adenocarcinomas, Papillary | Papillary Adenocarcinoma | Papillary Adenocarcinomas										D000231
MESH:D000232	Adenofibroma	Adenofibromas										D000232
MESH:D000235	Adenolymphoma	Adenolymphomas | Cystadenoma Lymphomatosum, Papillary | Papillary Cystadenoma Lymphomatosum | Warthin Tumor | Tumor, Warthin										D000235
MESH:D000236	Adenoma	Adenomas										D000236
MESH:D000237	Adenoma, Basophil	Adenomas, Basophil | Basophil Adenoma | Basophil Adenomas | Adenoma, Basophilic | Adenomas, Basophilic | Basophilic Adenoma | Basophilic Adenomas										D000237
MESH:D000238	Adenoma, Chromophobe	Adenomas, Chromophobe | Chromophobe Adenoma | Chromophobe Adenomas										D000238
MESH:D000239	Adenoma, Acidophil	Acidophil Adenoma | Acidophil Adenomas | Adenomas, Acidophil | Adenoma, Acidophilic | Acidophilic Adenoma | Acidophilic Adenomas | Adenomas, Acidophilic | Adenoma, Eosinophil | Adenomas, Eosinophil | Eosinophil Adenoma | Eosinophil Adenomas | Adenoma, Eosinophilic | Adenomas, Eosinophilic | Eosinophilic Adenoma | Eosinophilic Adenomas										D000239
MESH:D000257	Adenoviridae Infections	Infections, Adenovirus | Adenovirus Infection | Infection, Adenovirus | Adenovirus Infections | Infections, Adenoviridae | Adenoviridae Infection | Infection, Adenoviridae										D000257
MESH:D000258	Adenovirus Infections, Human	Human Adenovirus Infections | Adenovirus Infection, Human | Human Adenovirus Infection | Infection, Human Adenovirus | Infections, Human Adenovirus										D000258
MESH:D000267	Tissue Adhesions	Adhesion, Tissue | Tissue Adhesion | Adhesions, Tissue										D000267
MESH:D000270	Adie Syndrome	Syndrome, Adie | Poorly Reacting Pupils | Poorly Reacting Pupil | Pupil, Poorly Reacting | Pupils, Poorly Reacting | Adie's Syndrome | Syndrome, Adie's | Holmes-Adie Syndrome | Holmes Adie Syndrome | Syndrome, Holmes-Adie										D000270
MESH:D000274	Adiposis Dolorosa	Dercum Disease | Disease, Dercum | Dercum's Disease | Dercums Disease | Disease, Dercum's | Ander's Syndrome | Ander Syndrome | Syndrome, Ander's | Decum-Vitaut Syndrome | Decum Vitaut Syndrome | Syndrome, Decum-Vitaut | Adipose Tissue Rheumatism | Adipose Tissue Rheumatisms | Rheumatism, Adipose Tissue | Rheumatisms, Adipose Tissue | Tissue Rheumatism, Adipose | Tissue Rheumatisms, Adipose | Lipomatosis Dolorosa | Dolorosa, Lipomatosis | Dolorosas, Lipomatosis | Lipomatosis Dolorosas | Morbus Dercum | Dercum, Morbus | Dercums, Morbus | Morbus Dercums | Adiposalgia | Adiposalgias | Anders Syndrome | Anders Syndromes | Syndrome, Anders | Syndromes, Anders										D000274
MESH:D000275	Adjustment Disorders	Adjustment Disorder | Disorder, Adjustment | Disorders, Adjustment | Reactive Disorders | Disorder, Reactive | Disorders, Reactive | Reactive Disorder										D000275
MESH:D000291	Adnexal Diseases	Adnexal Disease | Disease, Adnexal | Diseases, Adnexal										D000291
MESH:D000292	Pelvic Inflammatory Disease	Disease, Pelvic Inflammatory | Diseases, Pelvic Inflammatory | Inflammatory Diseases, Pelvic | Pelvic Inflammatory Diseases | Inflammatory Disease, Pelvic | Inflammatory Pelvic Disease | Disease, Inflammatory Pelvic | Diseases, Inflammatory Pelvic | Inflammatory Pelvic Diseases | Pelvic Diseases, Inflammatory | Pelvic Disease, Inflammatory										D000292
MESH:D000303	Adrenal Cortex Diseases	Adrenal Cortex Disease | Cortex Disease, Adrenal | Cortex Diseases, Adrenal | Disease, Adrenal Cortex | Diseases, Adrenal Cortex										D000303
MESH:D000306	Adrenal Cortex Neoplasms	Neoplasms, Adrenal Cortex | Adrenal Cortex Neoplasm | Neoplasm, Adrenal Cortex										D000306
MESH:D000307	Adrenal Gland Diseases	Adrenal Gland Disease | Disease, Adrenal Gland | Diseases, Adrenal Gland | Gland Disease, Adrenal | Gland Diseases, Adrenal										D000307
MESH:D000308	Adrenocortical Hyperfunction	Hyperfunction, Adrenocortical | Adrenal Gland Hyperfunction | Hyperfunction, Adrenal Gland | Hyperadrenalism | Hyperadrenocorticism | Hypercorticism										D000308
MESH:D000309	Adrenal Insufficiency	Adrenal Insufficiencies | Adrenal Gland Hypofunction | Hypofunction, Adrenal Gland | Hypoadrenalism										D000309
MESH:D000310	Adrenal Gland Neoplasms	Adrenal Gland Neoplasm | Neoplasm, Adrenal Gland | Neoplasms, Adrenal Gland | Adrenal Neoplasm | Adrenal Neoplasms | Neoplasm, Adrenal | Neoplasms, Adrenal										D000310
MESH:D000312	Adrenal Hyperplasia, Congenital	Congenital Adrenal Hyperplasia | Adrenal Hyperplasias, Congenital | Congenital Adrenal Hyperplasias | Hyperplasias, Congenital Adrenal | Hyperplasia, Congenital Adrenal										D000312
MESH:D000314	Adrenal Rest Tumor	Adrenal Rest Tumors | Rest Tumor, Adrenal | Rest Tumors, Adrenal | Tumor, Adrenal Rest | Tumors, Adrenal Rest | Adrenal Cortical Rest Tumor										D000314
MESH:D000326	Adrenoleukodystrophy	Bronze Schilder Disease | Melanodermic Leukodystrophy | Leukodystrophies, Melanodermic | Leukodystrophy, Melanodermic | Siemerling-Creutzfeldt Disease | Siemerling Creutzfeldt Disease | Schilder-Addison Complex | Schilder Addison Complex | X-Linked Adrenoleukodystrophy | Adrenoleukodystrophy, X-Linked | X Linked Adrenoleukodystrophy | ALD (Adrenoleukodystrophy) | X-ALD (X-Linked Adrenoleukodystrophy) | X ALD (X Linked Adrenoleukodystrophy) | Addison Disease and Cerebral Sclerosis | X-ALD | X ALD										D000326
MESH:D000334	Aerophagy	Air Swallowing | Swallowing, Air										D000334
MESH:D000341	Affective Disorders, Psychotic	Psychotic Affective Disorders | Affective Disorder, Psychotic | Disorder, Psychotic Affective | Disorders, Psychotic Affective | Psychotic Affective Disorder | Psychoses, Affective | Affective Psychoses										D000341
MESH:D000343	Afferent Loop Syndrome	Afferent Loop Syndromes | Loop Syndrome, Afferent | Loop Syndromes, Afferent | Syndrome, Afferent Loop | Syndromes, Afferent Loop										D000343
MESH:D000347	Afibrinogenemia	Afibrinogenemias										D000347
MESH:D000355	African Horse Sickness	African Horse Sicknesses | Horse Sickness, African | Horse Sicknesses, African | Sickness, African Horse | Sicknesses, African Horse | Equine Plague | Equine Plagues | Plague, Equine | Plagues, Equine | African Horsesickness | African Horsesicknesses | Horsesickness, African | Horsesicknesses, African										D000355
MESH:D000357	African Swine Fever	African Swine Fever Virus Infection | Wart-Hog Disease | Wart Hog Disease | Wart-Hog Diseases | Swine Fever, African | Asfivirus Infection | Asfivirus Infections | Infection, Asfivirus | Infections, Asfivirus										D000357
MESH:D000361	Agammaglobulinemia	Agammaglobulinemias										D000361
MESH:D000370	Ageusia	Loss of Taste | Taste Loss										D000370
MESH:D000377	Agnosia	Agnosias										D000377
MESH:D000379	Agoraphobia	Phobia, Open Spaces | Open Spaces Phobia | Phobia, Crowds | Crowds Phobia										D000379
MESH:D000380	Agranulocytosis	Agranulocytoses | Granulocytopenia | Granulocytopenias										D000380
MESH:D000381	Agraphia	Agraphias										D000381
MESH:D000382	Agricultural Workers' Diseases	Agricultural Workers' Disease | Agricultural Workers Diseases | Disease, Agricultural Workers' | Diseases, Agricultural Workers' | Workers' Disease, Agricultural | Workers' Diseases, Agricultural | Agricultural Worker Disease | Agricultural Worker Diseases | Disease, Agricultural Worker | Diseases, Agricultural Worker | Worker Disease, Agricultural | Worker Diseases, Agricultural | Agricultural Worker's Disease | Agricultural Workers Disease | Agricultural Worker's Diseases | Disease, Agricultural Worker's | Diseases, Agricultural Worker's | Worker's Disease, Agricultural | Worker's Diseases, Agricultural										D000382
MESH:D000386	AIDS-Related Complex	AIDS Related Complex | Complex, AIDS-Related | ARC | Lymphadenopathy Syndrome | Lymphadenopathy Syndromes | Syndrome, Lymphadenopathy | Syndromes, Lymphadenopathy										D000386
MESH:D000387	Ainhum	Dactylolysis Spontanea | Spontaneous Dactylolysis | Dactylolyses, Spontaneous | Dactylolysis, Spontaneous | Spontaneous Dactylolyses										D000387
MESH:D000402	Airway Obstruction	Airway Obstructions | Obstruction, Airway | Obstructions, Airway										D000402
MESH:D000405	Akinetic Mutism	Akinetic Autism | Autism, Akinetic | Coma Vigil | Vigil, Coma | Vigils, Coma | Coma Vigilans | Mutism, Akinetic | Akinetic Mutisms										D000405
MESH:D000417	Albinism											D000417
MESH:D000419	Albuminuria	Albuminurias										D000419
MESH:D000425	Alcohol Amnestic Disorder	Alcohol Amnestic Disorders | Amnestic Disorder, Alcohol | Alcohol-Induced Amnestic Syndrome | Alcohol Induced Amnestic Syndrome | Alcohol-Induced Amnestic Syndromes | Amnestic Syndrome, Alcohol-Induced | Amnestic Syndromes, Alcohol-Induced | Amnestic Psychosis, Alcohol-Induced | Alcohol-Induced Amnestic Psychoses | Amnestic Psychoses, Alcohol-Induced | Amnestic Psychosis, Alcohol Induced | Psychoses, Alcohol-Induced Amnestic | Psychosis, Alcohol-Induced Amnestic | Alcohol Amnestic Syndrome | Alcohol Amnestic Syndromes | Alcohol-Induced Amnestic Psychosis | Alcohol Induced Amnestic Psychosis | Alcohol-Induced Dysmnesic Psychosis | Alcohol-Induced Dysmnesic Psychoses | Alcohol Induced Dysmnesic Psychosis | Dysmnesic Psychoses, Alcohol-Induced | Dysmnesic Psychosis, Alcohol-Induced | Psychoses, Alcohol-Induced Dysmnesic | Psychosis, Alcohol-Induced Dysmnesic | Alcohol-Induced Dysmnesic Syndrome | Alcohol Induced Dysmnesic Syndrome | Alcohol-Induced Dysmnesic Syndromes | Dysmnesic Syndrome, Alcohol-Induced | Dysmnesic Syndromes, Alcohol-Induced | Alcohol-Induced Persisting Amnestic Disorder | Alcohol Induced Persisting Amnestic Disorder										D000425
MESH:D000430	Alcohol Withdrawal Delirium	Delirium, Alcohol Withdrawal | Alcohol Withdrawal-Induced Delirium Tremens | Alcohol Withdrawal Induced Delirium Tremens | Delirium Tremens | Delirium Tremens, Alcohol Withdrawal Induced										D000430
MESH:D000435	Alcoholic Intoxication	Drunkenness | Drunkennesses | Intoxication, Alcoholic										D000435
MESH:D000437	Alcoholism	Alcohol Addiction | Addiction, Alcohol | Alcohol Dependence | Dependence, Alcohol | Alcoholic Intoxication, Chronic | Chronic Alcoholic Intoxication | Intoxication, Chronic Alcoholic										D000437
MESH:D000453	Aleutian Mink Disease	Disease, Aleutian Mink | Mink Disease, Aleutian | Aleutian Disease of Mink										D000453
MESH:D000471	Alkalosis	Alkaloses										D000471
MESH:D000472	Alkalosis, Respiratory	Respiratory Alkalosis | Alkaloses, Respiratory | Respiratory Alkaloses										D000472
MESH:D000474	Alkaptonuria	Alcaptonuria | Alcaptonurias | Homogentisic Acid Oxidase Deficiency | Homogentisic Acidura										D000474
MESH:D000505	Alopecia	Baldness | Hair Loss | Hair Losses | Losses, Hair | Loss, Hair										D000505
MESH:D000506	Alopecia Areata	Alopecia Circumscripta										D000506
MESH:D000507	Mucinosis, Follicular	Follicular Mucinoses | Follicular Mucinosis | Mucinoses, Follicular | Alopecia Mucinosa										D000507
MESH:D000532	Altitude Sickness	Sickness, Altitude										D000532
MESH:D000542	Alveolitis, Extrinsic Allergic	Allergic Alveolitis, Extrinsic | Allergic Alveolitides, Extrinsic | Alveolitides, Extrinsic Allergic | Extrinsic Allergic Alveolitides | Extrinsic Allergic Alveolitis | Hypersensitivity Pneumonitis | Hypersensitivity Pneumonitides | Pneumonitides, Hypersensitivity | Pneumonitis, Hypersensitivity										D000542
MESH:D000544	Alzheimer Disease	Alzheimer Syndrome | Alzheimer-Type Dementia (ATD) | Alzheimer Type Dementia (ATD) | Dementia, Alzheimer-Type (ATD) | Alzheimer's Diseases | Alzheimer Diseases | Alzheimers Diseases | Alzheimer Dementia | Alzheimer Dementias | Dementia, Alzheimer | Alzheimer's Disease | Dementia, Senile | Senile Dementia | Dementia, Alzheimer Type | Alzheimer Type Dementia | Senile Dementia, Alzheimer Type | Alzheimer Type Senile Dementia | Primary Senile Degenerative Dementia | Alzheimer Sclerosis | Sclerosis, Alzheimer | Dementia, Primary Senile Degenerative										D000544
MESH:D000550	Amblyopia	Amblyopias										D000550
MESH:D000562	Amebiasis	Amebiases | Amoebiasis | Amoebiases										D000562
MESH:D000564	Ameloblastoma	Ameloblastomas										D000564
MESH:D000567	Amelogenesis Imperfecta	Congenital Enamel Hypoplasia										D000567
MESH:D000568	Amenorrhea											D000568
MESH:D000592	Amino Acid Metabolism, Inborn Errors	Amino Acid Metabolism Disorders, Inborn | Amino Acidopathies, Inborn | Amino Acidopathy, Inborn | Inborn Amino Acidopathies | Inborn Amino Acidopathy | Amino Acidopathies, Congenital | Amino Acidopathy, Congenital | Congenital Amino Acidopathy | Inborn Errors, Amino Acid Metabolism | Amino Acid Metabolism, Inborn Error | Congenital Amino Acidopathies										D000592
MESH:D000608	Renal Aminoacidurias	Aminoacidurias, Renal | Renal Aminoaciduria | Aminoaciduria, Renal										D000608
MESH:D000647	Amnesia	Amnesias | Amnesia-Memory Loss | Amnesia Memory Loss | Amnesia-Memory Losses										D000647
MESH:D000648	Amnesia, Retrograde	Amnesias, Retrograde | Retrograde Amnesias | Retrograde Amnesia										D000648
MESH:D000652	Amniotic Band Syndrome	Syndrome, Amniotic Band | Streeter Syndrome | Syndrome, Streeter										D000652
MESH:D000673	Amputation, Traumatic	Amputations, Traumatic | Traumatic Amputation | Traumatic Amputations										D000673
MESH:D000686	Amyloidosis	Amyloidoses										D000686
MESH:D000690	Amyotrophic Lateral Sclerosis	Sclerosis, Amyotrophic Lateral | ALS - Amyotrophic Lateral Sclerosis | ALS Amyotrophic Lateral Sclerosis | Gehrig's Disease | Gehrig Disease | Gehrigs Disease | Lou Gehrig Disease | Motor Neuron Disease, Amyotrophic Lateral Sclerosis | Lou Gehrig's Disease | Lou-Gehrigs Disease | Disease, Lou-Gehrigs | Charcot Disease										D000690
MESH:D000694	Anal Gland Neoplasms	Circumanal Gland Neoplasms | Neoplasms, Anal Gland | Anal Gland Neoplasm | Neoplasm, Anal Gland | Neoplasms, Circumanal Gland | Circumanal Gland Neoplasm | Neoplasm, Circumanal Gland | Neoplasms, Perianal Gland | Neoplasm, Perianal Gland | Perianal Gland Neoplasm | Perianal Gland Neoplasms										D000694
MESH:D000699	Pain Insensitivity, Congenital	Congenital Indifference to Pain | Congenital Insensitivity To Pain | Congenital Pain Indifference | Congenital Pain Insensitivity | Insensitivity To Pain, Congenital | Insensitivity, Congenital Pain | Pain Indifference, Congenital | Congenital Pain Indifferences | Analgesia, Congenital | Channelopathy-Associated Insensitivity To Pain | Congenital Analgesia										D000699
MESH:D000707	Anaphylaxis											D000707
MESH:D000708	Anaplasia	Anaplasias										D000708
MESH:D000711	Anaplasmataceae Infections	Infections, Anaplasmataceae | Anaplasmataceae Infection | Infection, Anaplasmataceae										D000711
MESH:D000712	Anaplasmosis	Anaplasmoses | Anaplasma Infection | Anaplasma Infections | Infection, Anaplasma | Infections, Anaplasma | Anaplasma phagocytophilum Infection | Anaplasma phagocytophilum Infections										D000712
MESH:D000724	Ancylostomiasis	Ancylostomiases										D000724
MESH:D000740	Anemia	Anemias										D000740
MESH:D000741	Anemia, Aplastic	Aplastic Anemias | Aplastic Anemia | Aplastic Anaemia | Anaemia, Aplastic | Aplastic Anaemias										D000741
MESH:D000742	Anemia, Dyserythropoietic, Congenital	Anemia, Congenital Dyserythropoietic | Anemias, Congenital Dyserythropoietic | Congenital Dyserythropoietic Anemias | Dyserythropoietic Anemias, Congenital | Congenital Dyserythropoietic Anemia | Dyserythropoietic Anemia, Congenital										D000742
MESH:D000743	Anemia, Hemolytic	Haemolytic Anaemia | Anaemia, Haemolytic | Haemolytic Anaemias | Hemolytic Anemia										D000743
MESH:D000744	Anemia, Hemolytic, Autoimmune	Autoimmune Haemolytic Anaemia | Anaemia, Autoimmune Haemolytic | Autoimmune Haemolytic Anaemias | Haemolytic Anaemia, Autoimmune | Autoimmune Hemolytic Anemia | Anemia, Autoimmune Hemolytic | Autoimmune Hemolytic Anemias | Hemolytic Anemia, Autoimmune										D000744
MESH:D000745	Anemia, Hemolytic, Congenital	Congenital Hemolytic Anemia | Anemia, Congenital Hemolytic | Anemias, Congenital Hemolytic | Congenital Hemolytic Anemias | Hemolytic Anemias, Congenital | Hemolytic Anemia, Congenital | Hemolytic Anemia, Hereditary | Anemia, Hereditary Hemolytic | Anemias, Hereditary Hemolytic | Hemolytic Anemias, Hereditary | Hereditary Hemolytic Anemias | Hereditary Hemolytic Anemia | Anemia, Hemolytic, Hereditary										D000745
MESH:D000746	Anemia, Hemolytic, Congenital Nonspherocytic	Anemia, Congenital Nonspherocytic Hemolytic | Anemia, Hemolytic Congenital, Nonspherocytic | Congenital Nonspherocytic Hemolytic Anemia | Hemolytic Anemia, Congenital Nonspherocytic										D000746
MESH:D000747	Anemia, Hypochromic	Anemias, Hypochromic | Hypochromic Anemia | Hypochromic Anemias										D000747
MESH:D000748	Anemia, Macrocytic	Anemias, Macrocytic | Macrocytic Anemia | Macrocytic Anemias										D000748
MESH:D000749	Anemia, Megaloblastic	Anemias, Megaloblastic | Megaloblastic Anemia | Megaloblastic Anemias										D000749
MESH:D000750	Anemia, Myelophthisic	Anemias, Myelophthisic | Myelophthisic Anemia | Myelophthisic Anemias | Anemia, Leukoerythroblastic | Anemias, Leukoerythroblastic | Leukoerythroblastic Anemia | Leukoerythroblastic Anemias										D000750
MESH:D000751	Anemia, Neonatal	Anemias, Neonatal | Neonatal Anemia | Neonatal Anemias | Anemia Neonatorum										D000751
MESH:D000752	Anemia, Pernicious	Addison's Anemia | Addison Anemia | Addisons Anemia | Anemia, Addison's | Anemia, Addison | Anemia, Addisons | Pernicious Anemia										D000752
MESH:D000753	Anemia, Refractory	Refractory Anemia | Anemias, Refractory | Refractory Anemias										D000753
MESH:D000754	Anemia, Refractory, with Excess of Blasts	Refractory Anemia with Excess of Blasts | Leukemia, Smouldering | Smouldering Leukemia | RAEB | RAEM | Leukemia, Smoldering | Leukemias, Smoldering | Smoldering Leukemia | Smoldering Leukemias										D000754
MESH:D000755	Anemia, Sickle Cell	Anemias, Sickle Cell | Sickle Cell Anemias | Hemoglobin S Disease | Disease, Hemoglobin S | Hemoglobin S Diseases | Sickle Cell Disease | Cell Disease, Sickle | Cell Diseases, Sickle | Sickle Cell Diseases | Sickle Cell Disorders | Cell Disorder, Sickle | Cell Disorders, Sickle | Sickle Cell Disorder | Sickling Disorder Due to Hemoglobin S | HbS Disease | Sickle Cell Anemia										D000755
MESH:D000756	Anemia, Sideroblastic	Anemias, Sideroblastic | Sideroblastic Anemia | Sideroblastic Anemias										D000756
MESH:D000757	Anencephaly	Congenital Absence of Brain | Brain Congenital Absence | Absence of Brain, Congenital | Anencephalia | Anencephalias | Anencephalus										D000757
MESH:D000782	Aneuploidy	Aneuploidies | Aneuploid | Aneuploids										D000782
MESH:D000783	Aneurysm	Aneurysms										D000783
